Is Impresa?,Nom,Nom Lliga,Dia partit,Horari partit,Categoria,Subcategoria,Data Pagament Albara,Data Introducció,Nivell,Domicili,Modalitat,Núm. sorteig,Observacions,Grups,Email
1,Escola Grevol,FUTBOL 5 INFANTIL FEMENÍ 1ª FASE CEEB,Dissabte,11:30 h,INFANTIL,FEMENÍ,2025-09-29,2025-09-29,Nivell B,"C. Provençals, 9 (cant. Pg. Taulat)",FUTBOL 5,7,,,pbragulat@afagrevol.cat
0,"The Benjamin Franklin International School ""A""",FUTBOL 5 CADET MIXT 1ª FASE CEEB,Divendres,19:00 h,CADET,MIXT,,2025-09-29,Nivell E,"Ptge. Torras i Bages, 1-5 (Sarrià)",FUTBOL 5,7,,,sergig@bfischool.org
0,"The Benjamin Franklin International School ""A""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,Dijous,19:00 h,BENJAMÍ,MIXT,,2025-09-29,Nivell E,"Ptge. Torras i Bages, 1-5 (Sarrià)",FUTBOL 5,3,,,sergig@bfischool.org
1,Immaculada Concepció d'Horta - Futsal Dante,FUTBOL 5 JUVENIL MIXT 1ª FASE CEEB,Dissabte,12:00 h,JUVENIL,MIXT,2025-09-29,2025-09-29,Nivell B,"C. Granollers, 28-30",FUTBOL 5,Casa,,,info@futsaldante.com
1,Immaculada Concepció d'Horta - Futsal Dante,FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,Dissabte,11:00 h,BENJAMÍ,MIXT,2025-09-29,2025-09-29,Nivell C,"C. Granollers, 28-30",FUTBOL 5,Fora,,,info@futsaldante.com
1,Immaculada Concepció d'Horta - Futsal Dante,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Dissabte,12:00 h,PREINFANTIL,MIXT,2025-09-29,2025-09-29,Nivell D,"C. Granollers, 28-30",FUTBOL 5,Fora,,,info@futsaldante.com
1,"Immaculada Concepció d'Horta - Futsal Dante ""Blau""",FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Dissabte,11:00 h,PREALEVÍ,MIXT,2025-09-29,2025-09-29,Nivell D,"C. Granollers, 28-30",FUTBOL 5,Casa,,,info@futsaldante.com
1,"Escola Thau ""B""",FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Divendres,19:00 h,PREINFANTIL,MIXT,2025-09-29,2025-09-29,Nivell C,"Av. d'Esplugues, 49-53",FUTBOL 5,Fora,,,futbol.thaubcn@fundaciocic.org
1,"Escola Thau ""A""",FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Divendres,19:00 h,PREINFANTIL,MIXT,2025-09-29,2025-09-29,Nivell C,"Av. d'Esplugues, 49-53",FUTBOL 5,Casa,,,futbol.thaubcn@fundaciocic.org
1,"Escola Thau ""B""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,Divendres,19:00 h,ALEVÍ,MIXT,2025-09-29,2025-09-29,Nivell C,"Av. d'Esplugues, 49-53",FUTBOL 5,Fora,,,futbol.thaubcn@fundaciocic.org
1,"Escola Thau ""A""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,Divendres,19:00 h,ALEVÍ,MIXT,2025-09-29,2025-09-29,Nivell C,"Av. d'Esplugues, 49-53",FUTBOL 5,Casa,,,futbol.thaubcn@fundaciocic.org
1,"Escola Thau ""B""",FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Divendres,19:00 h,PREALEVÍ,MIXT,2025-09-29,2025-09-29,Nivell C,"Av. d'Esplugues, 49-53",FUTBOL 5,Casa,,,futbol.thaubcn@fundaciocic.org
1,"Escola Thau ""A""",FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Divendres,19:00 h,PREALEVÍ,MIXT,2025-09-29,2025-09-29,Nivell C,"Av. d'Esplugues, 49-53",FUTBOL 5,Fora,,,futbol.thaubcn@fundaciocic.org
1,"Escola Thau ""B""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,Divendres,18:00 h,BENJAMÍ,MIXT,2025-09-29,2025-09-29,Nivell C,"Av. d'Esplugues, 49-53",FUTBOL 5,Fora,,,futbol.thaubcn@fundaciocic.org
0,"Escola Thau ""A""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,Divendres,18:00 h,BENJAMÍ,MIXT,,2025-09-29,Nivell C,"Av. d'Esplugues, 49-53",FUTBOL 5,Casa,,,futbol.thaubcn@fundaciocic.org
0,"Escola Thau ""B""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Divendres,18:00 h,PREBENJAMÍ,MIXT,,2025-09-29,Nivell C,"Av. d'Esplugues, 49-53",FUTBOL 5,Casa,,,futbol.thaubcn@fundaciocic.org
0,"Escola Thau ""A""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Divendres,18:00 h,PREBENJAMÍ,MIXT,,2025-09-29,Nivell C,"Av. d'Esplugues, 49-53",FUTBOL 5,Fora,,,futbol.thaubcn@fundaciocic.org
0,"Escola Thau ""B""",FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Divendres,18:00 h,MENUTS,MIXT,,2025-09-29,Nivell C,"Av. d'Esplugues, 49-53",FUTBOL 5,Fora,,,futbol.thaubcn@fundaciocic.org
0,"Escola Thau ""A""",FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,Divendres,18:00 h,MENUTS,MIXT,,2025-09-29,Nivell C,"Av. d'Esplugues, 49-53",FUTBOL 5,Casa,,,futbol.thaubcn@fundaciocic.org
1,"Escola Sagrada Familia Sant Andreu ""A""",FUTBOL 5 CADET MIXT 1ª FASE CEEB,Divendres,20:00 h,CADET,MIXT,,2025-09-29,Nivell E,"C. Arquímedes, 60-68",FUTBOL 5,4,,,escola.esports@safa.cat
1,"Escola Sagrada Familia Sant Andreu ""A""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,Divendres,19:00 h,BENJAMÍ,MIXT,,2025-09-29,Nivell E,"C. Arquímedes, 60-68",FUTBOL 5,8,,,escola.esports@safa.cat
1,"Escola Sagrada Familia Sant Andreu ""A""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,Divendres,20:00 h,ALEVÍ,MIXT,,2025-09-29,Nivell E,"C. Arquímedes, 60-68",FUTBOL 5,8,,,escola.esports@safa.cat
1,"Escola Sagrada Familia Sant Andreu ""A""",FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Divendres,18:00 h,MENUDETS,MIXT,,2025-09-29,Nivell E,"C. Arquímedes, 60-68",FUTBOL 5,8,,,escola.esports@safa.cat
1,"Escola Sagrada Familia Sant Andreu ""B""",FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Divendres,18:00 h,MENUDETS,MIXT,,2025-09-29,Nivell E,"C. Arquímedes, 60-68",FUTBOL 5,4,,,escola.esports@safa.cat
1,"Escola Sagrada Familia Sant Andreu ""A""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Divendres,19:00 h,PREBENJAMÍ,MIXT,,2025-09-29,Nivell E,"C. Arquímedes, 60-68",FUTBOL 5,4,,,escola.esports@safa.cat
1,"AE Lycée Français ""A""",FUTBOL 5 JUVENIL MIXT 1ª FASE CEEB,Dissabte,11:30 h,JUVENIL,MIXT,,2025-09-29,Nivell C,"C. Marquès de Mulhacen, 14-20",FUTBOL 5,2,,,AESLFB@YAHOO.ES
1,"AE Lycée Français ""A""",FUTBOL 5 INFANTIL MIXT 1ª FASE CEEB,Dissabte,11:30 h,INFANTIL,MIXT,,2025-09-29,Nivell C,"C. Marquès de Mulhacen, 14-20",FUTBOL 5,2,,,AESLFB@YAHOO.ES
1,"AE Lycée Français ""A""",FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Dissabte,10:30 h,PREALEVÍ,MIXT,,2025-09-29,Nivell C,"C. Marquès de Mulhacen, 14-20",FUTBOL 5,2,,,AESLFB@YAHOO.ES
0,"Kinobs Sports SLU ""A""",FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Divendres,18:00 h,PREINFANTIL,MIXT,,2025-09-29,Nivell E,"C. Ràfols, s/n",FUTBOL 5,7,,,coordinacio@kinobs.com
1,"AE Lycée Français ""A""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,Dissabte,10:30 h,BENJAMÍ,MIXT,,2025-09-29,Nivell C,"C. Marquès de Mulhacen, 14-20",FUTBOL 5,2,,,AESLFB@YAHOO.ES
0,"Kinobs Sports SLU ""A""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,Divendres,18:00 h,ALEVÍ,MIXT,,2025-09-29,Nivell E,"C. Ràfols, s/n",FUTBOL 5,3,,,coordinacio@kinobs.com
1,"AE Lycée Français ""A""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Dissabte,09:30 h,PREBENJAMÍ,MIXT,,2025-09-29,Nivell C,"C. Marquès de Mulhacen, 14-20",FUTBOL 5,2,,,aeslfb@yahoo.es
